Index,accident_year,latitude,longitude,primary_rd,secondary_rd,population,number_killed,alcohol_involved,stwd_vehtype_at_fault,case_id,number_injured,distance,direction,month,day,year,day_of_week,hour,minute,city_code,city_name,county_code,pcf_code,collision_type_code,mviw_code,lighting_code,severity_code,road_surface_code,weather_code,dvmt
271,2013,34.38106,-117.41652,MARIPOSA RD,RANCHERO RD,5,0,0,Pickup or Panel Truck,5913108,0,0,,1,4,2013,4,6,47,20,Hesperia,,0,1,4,3,1,0,0,1438.21
272,2013,33.69241,-117.37862,LAKESHORE DR,DRYDEN ST,4,0,0,Passenger Car/Station Wagon,5999479,1,100,W,1,4,2013,4,7,23,26,Lake Elsinore,,0,4,13,3,2,0,0,347.49
273,2013,34.10823,-117.30266,RT 215,5TH ST,6,0,0,Unknown,5908694,0,800,S,1,4,2013,4,7,30,43,San Bernardino,,4,2,13,3,1,0,0,2147.88
274,2013,33.95353,-117.37119,CENTRAL AV,VICTORIA AV,7,0,0,Pickup or Panel Truck,5890803,1,0,,1,4,2013,4,7,35,42,Riverside,,0,0,11,3,2,0,0,4187.48
275,2013,34.0944149,-117.670072,RT 10,MOUNTAIN AV,5,0,0,Unknown,5940360,0,1584,W,1,4,2013,4,7,40,47,Upland,,5,5,11,3,1,0,0,1021.08
276,2013,33.53919,-117.17453,RT 215,WARM SPRINGS CREEK,4,0,0,Passenger Car/Station Wagon,5974365,0,750,N,1,4,2013,4,7,55,31,Murrieta,,0,5,11,3,1,0,0,820.87
277,2013,34.06632,-117.48913,CHERRY AV,RT 10,6,0,0,Passenger Car/Station Wagon,5899785,0,0,,1,4,2013,4,8,0,17,Fontana,,0,6,11,3,1,0,0,2111.17
278,2013,33.8536,-117.20797,EVANS RD,ANIRA CT,4,0,0,Passenger Car/Station Wagon,5891687,0,0,,1,4,2013,4,8,5,37,Perris,,0,5,11,3,1,0,0,675.12
279,2013,33.92672,-116.93718,RT 10,HIGHLAND SPRINGS AV,4,0,0,Passenger Car/Station Wagon,5949824,1,2640,E,1,4,2013,4,8,5,2,Banning,,0,6,11,3,2,0,0,212.51
280,2013,34.0558107,-117.6892942,CENTRAL AV,MISSION BL,9,0,0,Pickup or Panel Truck,5889243,1,75,N,1,4,2013,4,8,31,29,Montclair,,0,5,11,3,2,0,0,567.09
281,2013,33.9517827,-117.5584195,HAMNER AV,CITRUS AV,4,0,1,Passenger Car/Station Wagon,5982423,0,0,,1,4,2013,4,8,47,16,Eastvale,,0,1,11,3,1,0,0,#N/A
282,2013,33.6731587,-117.3792946,EISENHOWER DR,ELSENHOWER DR 3803,4,0,0,Bicycle,5914390,1,3,S,1,4,2013,4,9,45,26,Lake Elsinore,,0,0,2,3,2,0,0,347.49
283,2013,33.96898,-117.32797,MARTIN LUTHER KING BL,RT 215,7,0,0,Passenger Car/Station Wagon,5981461,1,6,W,1,4,2013,4,10,41,42,Riverside,,0,2,4,3,2,0,0,4187.48
284,2013,34.0218888,-117.1788384,ALESSANDRO RD,CRESCENT AV,5,0,0,Emergency Vehicle,5814986,0,13,S,1,4,2013,4,11,10,40,Redlands,,0,5,11,3,1,0,0,1088.77
285,2013,33.72914,-116.27757,FRED WARING DR,DUNE PALMS RD,3,1,0,Pedestrian,6290961,0,338,E,1,4,2013,4,11,45,25,La Quinta,,0,8,17,3,0,0,0,690.42
286,2013,33.92607,-116.92908,RT 10,SUNSET AV,4,0,0,Truck/Truck Tractor with Trailer,5888765,0,528,W,1,4,2013,4,11,45,2,Banning,,0,3,11,3,1,0,0,212.51
287,2013,33.80164,-116.40592,BOB HOPE DR,DINAH SHORE DR,3,0,0,Passenger Car/Station Wagon,6017265,0,2640,N,1,4,2013,4,12,2,39,Rancho Mirage,,0,5,11,3,1,0,0,669.62
288,2013,34.45529,-117.27088,PEACH AV,EUCALYPTUS ST,5,0,0,Pickup or Panel Truck,5913096,0,0,,1,4,2013,4,12,17,20,Hesperia,,0,0,11,3,1,0,0,1438.21
289,2013,34.099312,-117.4888785,RT 10,CHERRY AV,6,0,0,Unknown,5974479,0,2000,E,1,4,2013,4,12,38,17,Fontana,,4,2,13,3,1,0,0,2111.17
290,2013,33.87986,-117.57225,RT 91,RT 71,6,0,0,Passenger Car/Station Wagon,5949402,0,528,E,1,4,2013,4,12,40,14,Corona,,0,6,11,3,1,0,0,1610.5
291,2013,33.92572,-117.42334,RT 91,ADAMS ST,7,0,0,Passenger Car/Station Wagon,5968226,0,528,W,1,4,2013,4,13,0,42,Riverside,,0,5,11,3,1,0,0,4187.48
292,2013,34.890913,-117.0121437,MURIEL,CARSON,3,0,0,Passenger Car/Station Wagon,5949234,0,63,S,1,4,2013,4,13,11,3,Barstow,,0,5,11,3,1,0,0,622.78
293,2013,34.1068754,-117.6703123,MOUNTAIN AV,FOOTHILL BL,5,0,0,Pickup or Panel Truck,6019707,2,250,S,1,4,2013,4,13,13,47,Upland,,0,5,11,3,2,0,0,1021.08
294,2013,34.9570361,-117.4331945,RT 58,RT 395,9,0,0,Unknown,5892672,0,4752,E,1,4,2013,4,13,25,0,Adelanto,,4,2,13,3,1,0,0,326.55
295,2013,33.70424,-116.29505,WASHINGTON ST,LAKE LA QUINTA DR,3,0,0,Passenger Car/Station Wagon,5976383,1,0,,1,4,2013,4,13,50,25,La Quinta,,0,0,11,3,4,1,0,690.42
296,2013,34.0633443,-117.6508876,RT 15,RT 10,6,0,0,Passenger Car/Station Wagon,5974404,0,500,S,1,4,2013,4,13,51,34,Ontario,,0,5,11,3,1,0,0,2160.92
297,2013,34.13592,-117.45349,CITRUS AV,RT 210,6,0,0,Unknown,5903479,1,0,,1,4,2013,4,14,10,17,Fontana,,0,0,11,3,2,0,0,2111.17
298,2013,33.71514,-117.19222,BRADLEY RD,MCCALL BL,5,0,0,Passenger Car/Station Wagon,5903657,0,214,S,1,4,2013,4,14,12,28,Menifee,,0,0,11,3,1,0,0,636.78
299,2013,34.1149985,-117.5367818,DAY CREEK BL,CHURCH ST,6,0,0,Passenger Car/Station Wagon,5982604,0,0,N,1,4,2013,4,14,20,38,Rancho Cucamonga,,0,5,11,3,1,0,0,2312.32
300,2013,33.91065,-116.78289,BROADWAY,CARMEN AV,9,0,0,Passenger Car/Station Wagon,5882184,2,0,,1,4,2013,4,14,22,2,Banning,,0,1,11,3,3,0,0,212.51
301,2013,34.081575,-117.6484594,6TH ST,COLUMBIA AV,6,0,1,Passenger Car/Station Wagon,5946314,0,0,,1,4,2013,4,14,29,34,Ontario,,0,2,4,1,1,0,0,2160.92
302,2013,34.47076,-117.30846,BEAR VALLEY RD,11TH AV,5,0,0,Passenger Car/Station Wagon,5994111,0,0,,1,4,2013,4,14,30,20,Hesperia,,0,5,11,3,1,0,0,1438.21
303,2013,34.08139,-117.6917,PALO VERDE ST,CARRILLO AV,4,0,0,Passenger Car/Station Wagon,5982507,0,0,,1,4,2013,4,14,39,29,Montclair,,0,0,11,3,1,0,0,567.09
304,2013,33.94102,-117.24733,RT 60,HEACOCK ST,6,0,0,Pickup or Panel Truck,5891423,0,1000,E,1,4,2013,4,14,50,30,Moreno Valley,,0,6,11,3,1,0,0,1631.99
305,2013,33.78234,-117.23004,C ST,4TH ST,4,0,0,Pickup or Panel Truck,5891686,0,0,,1,4,2013,4,14,50,37,Perris,,0,5,11,3,1,0,0,675.12
306,2013,34.16547,-115.83653,AMBOY RD,WASH RD,9,0,1,Passenger Car/Station Wagon,5978803,0,406,E,1,4,2013,4,15,0,46,Twentynine Palms,,0,6,6,3,1,0,0,186
307,2013,34.0560865,-117.67641,MISSION BL,OAKS AV,6,0,0,Unknown,5978653,0,0,,1,4,2013,4,15,9,34,Ontario,,0,0,11,3,1,0,0,2160.92
308,2013,33.98005,-117.33995,RT 215,IOWA AV,7,0,0,Passenger Car/Station Wagon,5891418,0,20,S,1,4,2013,4,15,10,42,Riverside,,0,5,11,3,1,0,0,4187.48
309,2013,34.1548799,-117.2940573,N E ST,35TH ST,6,0,0,Passenger Car/Station Wagon,6063143,0,300,N,1,4,2013,4,15,17,43,San Bernardino,,0,5,11,3,1,0,0,2147.88
310,2013,33.90351,-117.64747,RT 71,RT 91,6,0,0,Unknown,5968318,0,5280,N,1,4,2013,4,15,24,14,Corona,,4,2,13,3,1,0,0,1610.5
311,2013,33.90351,-117.64747,RT 71,RT 91,6,0,0,Passenger Car/Station Wagon,5895340,0,5280,N,1,4,2013,4,15,25,14,Corona,,0,5,11,3,1,0,0,1610.5
312,2013,33.8908814,-117.4986025,MAGNOLIA AV,BUCHANAN ST,7,0,0,Passenger Car/Station Wagon,5890880,1,258,E,1,4,2013,4,15,41,42,Riverside,,0,5,11,3,2,0,0,4187.48
313,2013,34.0997466,-117.6484522,ARROW HWY,2ND AV,5,0,0,Unknown,6069871,1,0,,1,4,2013,4,15,43,47,Upland,,5,7,11,3,2,0,0,1021.08
314,2013,34.06605,-117.57631,RT 10,HAVEN AV,6,0,0,Pickup/Panel Truck with Trailer,5890796,0,1250,W,1,4,2013,4,15,45,34,Ontario,,0,5,11,3,1,0,0,2160.92
315,2013,33.87937,-117.61329,SERFAS CLUB DR,FRONTAGE RD,9,0,0,Passenger Car/Station Wagon,5982447,0,105,S,1,4,2013,4,15,45,14,Corona,,0,0,11,3,1,0,0,1610.5
316,2013,33.87946,-117.57225,RT 91,GREEN RIVER RD,6,0,0,Passenger Car/Station Wagon,5891422,0,1056,E,1,4,2013,4,15,50,14,Corona,,0,6,11,3,1,0,0,1610.5
317,2013,33.90946,-117.34933,RT 215,RT 91,7,0,0,Passenger Car/Station Wagon,5949382,0,1500,S,1,4,2013,4,16,17,42,Riverside,,0,5,11,3,1,0,0,4187.48
318,2013,33.44541,-116.0793,RT 86,LINCOLN ST,9,0,0,Unknown,5940955,0,100,N,1,4,2013,4,16,25,12,Coachella,,4,2,13,3,1,0,0,282.92
319,2013,34.11324,-117.30129,N H ST,W 7TH ST,6,0,0,Passenger Car/Station Wagon,6050212,4,4,N,1,4,2013,4,16,31,43,San Bernardino,,0,6,11,3,3,0,0,2147.88
320,2013,34.0640975,-117.1874163,ORANGE ST,SUN AV,5,0,0,Unknown,5990195,2,0,,1,4,2013,4,16,50,40,Redlands,,0,0,11,4,2,0,0,1088.77
321,2013,34.01972,-117.55059,RT 15,RT 60,4,0,0,Passenger Car/Station Wagon,5977671,1,50,S,1,4,2013,4,17,4,16,Eastvale,,0,5,11,4,2,0,0,#N/A
322,2013,34.1141743,-116.432235,RT 62,SAN BERNARDINO CO #11,3,0,0,Pickup or Panel Truck,5972205,0,1056,W,1,4,2013,4,17,12,51,Yucca Valley,,0,0,11,4,1,0,0,201.94
323,2013,34.1143779,-117.5633544,MOUNTAIN VIEW DR,COUNTRY VIEW DR,6,0,0,Passenger Car/Station Wagon,5978879,0,0,W,1,4,2013,4,17,17,38,Rancho Cucamonga,,0,2,4,1,1,0,0,2312.32
324,2013,33.81938,-116.54566,INDIAN CANYON DR S,BARISTO RD,4,0,0,Passenger Car/Station Wagon,5940021,0,24,N,1,4,2013,4,17,17,36,Palm Springs,,0,2,4,1,1,0,0,966.6
325,2013,33.84449,-117.20862,RAMONA EXPWY,EVANS RD,4,0,0,Passenger Car/Station Wagon,5949205,0,0,,1,4,2013,4,17,22,37,Perris,,0,5,11,1,1,0,0,675.12
326,2013,34.12134,-117.29419,W BASELINE ST,N E ST,6,0,1,Passenger Car/Station Wagon,6063793,1,0,,1,4,2013,4,17,23,43,San Bernardino,,0,0,11,1,2,0,0,2147.88
327,2013,34.0086994,-117.6107774,RT 10,VINEYARD AV,6,0,0,Passenger Car/Station Wagon,5889128,0,1000,E,1,4,2013,4,17,50,34,Ontario,,0,5,11,1,1,0,0,2160.92
328,2013,33.66738,-117.3054,RT 15,FRANKLIN ST,4,0,0,Pickup or Panel Truck,5882447,3,528,S,1,4,2013,4,17,50,26,Lake Elsinore,,0,5,11,0,2,0,0,347.49
329,2013,33.91985,-117.10351,GILMAN SPRINGS RD,ALESSANDRO BL,9,0,0,Passenger Car/Station Wagon,5888769,0,20,E,1,4,2013,4,17,55,7,Calimesa,,0,5,11,4,1,0,0,43.8
330,2013,34.10631,-117.3456,FOOTHILL BL,ROCHESTER AV,6,0,0,Pickup or Panel Truck,5888822,0,380,W,1,4,2013,4,18,7,38,Rancho Cucamonga,,0,5,11,1,1,0,0,2312.32
331,2013,34.0621808,-117.5240793,RT 10,ETIWANDA AV,6,0,0,Passenger Car/Station Wagon,5996758,1,800,E,1,4,2013,4,18,15,17,Fontana,,0,5,11,1,3,0,0,2111.17
332,2013,33.52579,-117.1656,RT 15,WINCHESTER RD,5,0,0,Pickup or Panel Truck,5882443,1,3696,N,1,4,2013,4,18,35,45,Temecula,,0,5,11,1,2,0,0,1646.46
333,2013,34.07846,-117.29751,RT 215,ORANGE SHOW RD,6,0,1,Motorcycle/Scooter,5975320,1,500,N,1,4,2013,4,18,40,43,San Bernardino,,0,2,4,1,2,0,0,2147.88
334,2013,34.0621808,-117.5240793,RT 10,ETIWANDA AV,6,0,0,Passenger Car/Station Wagon,5949827,1,1580,W,1,4,2013,4,18,43,17,Fontana,,0,5,11,1,2,0,0,2111.17
335,2013,34.88405,-117.05909,RT 15,L ST,3,0,0,Unknown,5982473,0,1320,N,1,4,2013,4,18,45,3,Barstow,,4,2,13,0,1,0,0,622.78
336,2013,34.88405,-117.05909,RT 15,L ST,3,0,0,Unknown,5903470,0,1320,N,1,4,2013,4,18,50,3,Barstow,,4,2,13,0,1,0,0,622.78
337,2013,34.0514908,-117.6374321,GROVE AV,BELMONT ST,6,0,1,Unknown,5940941,0,0,,1,4,2013,4,18,53,34,Ontario,,0,0,11,1,1,0,0,2160.92
338,2013,34.88405,-117.05909,RT 15,L ST,3,0,0,Unknown,5903462,0,1320,N,1,4,2013,4,19,0,3,Barstow,,4,2,13,0,1,0,0,622.78
339,2013,33.88012,-117.60894,RT 91,SERFAS CLUB DR,6,0,0,Truck/Truck Tractor with Trailer,5895269,3,1290,W,1,4,2013,4,19,15,14,Corona,,0,5,11,0,2,0,0,1610.5
340,2013,34.13008,-116.41354,OLD WOMAN SPRINGS RD,CRESTVIEW DR,3,0,1,Passenger Car/Station Wagon,5976770,0,0,,1,4,2013,4,19,20,51,Yucca Valley,,0,5,11,1,1,0,0,201.94
341,2013,34.02649,-117.12013,RT 10,YUCAIPA BL,4,0,1,Pickup or Panel Truck,5908668,2,55,W,1,4,2013,4,19,22,50,Yucaipa,,0,5,11,0,2,0,0,475.27
342,2013,33.9273,-116.95962,RT 10,HIGHLAND SPRINGS AV,3,0,0,Passenger Car/Station Wagon,5940433,0,1056,W,1,4,2013,4,19,35,4,Beaumont,,0,2,4,0,1,0,0,168.49
343,2013,34.4304636,-117.3093183,MARIPOSA AV,LIVE OAK ST,5,0,0,Passenger Car/Station Wagon,5994227,0,35,N,1,4,2013,4,19,47,20,Hesperia,,0,5,11,0,1,0,0,1438.21
344,2013,34.04809,-117.47565,JURUPA AV,HEMLOCK AV,6,0,0,Pickup or Panel Truck,5903475,2,0,,1,4,2013,4,20,13,17,Fontana,,0,0,11,1,3,0,0,2111.17
345,2013,33.59585,-116.18121,HARRISON ST,62ND AV,9,0,1,Passenger Car/Station Wagon,5977184,1,900,S,1,4,2013,4,20,27,12,Coachella,,0,2,4,0,4,0,0,282.92
346,2013,34.1182803,-117.5891279,ARCHIBALD AV,RAMONA AV,6,0,0,Unknown,5902627,0,550,W,1,4,2013,4,20,31,38,Rancho Cucamonga,,0,5,11,1,1,0,0,2312.32
347,2013,34.23744,-117.28395,CREST FOREST DR,SKYLAND DR,9,0,1,Passenger Car/Station Wagon,6007192,0,58,W,1,4,2013,4,21,10,43,San Bernardino,,0,2,4,0,1,0,0,2147.88
348,2013,34.1207055,-117.5082003,TYLER LN,WHIPPLE ST,6,0,0,Passenger Car/Station Wagon,5899977,0,80,S,1,4,2013,4,21,12,17,Fontana,,0,5,15,1,1,0,0,2111.17
349,2013,34.077927,-117.6509038,E 4TH ST,RT 15,6,0,0,Unknown,5975548,0,0,,1,4,2013,4,21,30,38,Rancho Cucamonga,,5,6,10,1,1,0,0,2312.32
350,2013,33.882261,-117.2073713,LASSELLE ST,KRAMERIA AV,6,0,0,Passenger Car/Station Wagon,5940799,0,0,,1,4,2013,4,21,40,30,Moreno Valley,,0,0,11,1,1,0,0,1631.99
351,2013,34.099703,-117.6608036,ARROW HWY,SAN ANTONIO AV,5,0,0,Passenger Car/Station Wagon,6069870,1,655,W,1,4,2013,4,21,44,47,Upland,,0,5,15,1,2,0,0,1021.08
352,2013,34.8766166,-117.006395,E RIMROCK RD,BROADWAY AV,3,0,1,Passenger Car/Station Wagon,5977020,1,0,,1,4,2013,4,21,45,3,Barstow,,0,3,11,1,2,0,0,622.78
353,2013,33.99337,-117.35707,RT 215,DOWN ST,7,0,0,Motorcycle/Scooter,5888445,1,340,N,1,4,2013,4,21,52,42,Riverside,,0,6,11,0,4,0,0,4187.48
354,2013,34.1196979,-117.610992,RT 10,VINEYARD AV,6,0,0,Passenger Car/Station Wagon,5982600,0,200,W,1,4,2013,4,22,26,38,Rancho Cucamonga,,0,2,4,1,1,0,0,2312.32
355,2013,34.1503611,-117.4532709,RT 15,SUMMIT AV,6,0,0,Truck/Truck Tractor with Trailer,5890795,0,1000,S,1,4,2013,4,22,45,17,Fontana,,0,5,11,1,1,0,0,2111.17
356,2013,34.1295806,-117.3009142,TRENTON ST,H ST,6,0,0,Passenger Car/Station Wagon,6063163,0,30,E,1,4,2013,4,22,45,43,San Bernardino,,0,5,10,2,1,0,0,2147.88
357,2013,34.0484151,-117.3021699,WASHINGTON ST,WASHINGTON ST 800,4,0,1,Passenger Car/Station Wagon,5995227,0,0,,1,4,2013,4,23,45,13,Colton,,0,5,15,1,1,0,0,787.59
358,2013,34.07141,-117.54542,RT 15,ONTARIO MILLS PKWY,6,0,0,Passenger Car/Station Wagon,5978346,2,531,N,1,5,2013,5,0,13,34,Ontario,,0,4,8,1,3,0,0,2160.92
359,2013,33.8303317,-116.5282277,ALEJO RD,NORTH SUNRISE WY,4,0,1,Passenger Car/Station Wagon,5998846,5,312,E,1,5,2013,5,0,56,36,Palm Springs,,0,5,11,1,3,0,1,966.6
360,2013,33.7220382,-116.3761783,ALESSANDRO DR,SAN JOSE,4,0,0,Unknown,5906287,0,207,E,1,5,2013,5,1,0,35,Palm Desert,,0,6,11,3,1,0,0,1031.96
361,2013,33.7205771,-116.2155619,MONROE ST,POLE #1055816,4,0,1,Pickup or Panel Truck,5902587,0,110,S,1,5,2013,5,1,0,23,Indio,,0,5,11,1,1,0,0,1158.81
362,2013,34.1094503,-117.418398,MCWETHY DR,ALDER,6,0,0,Unknown,5899973,0,250,W,1,5,2013,5,1,0,17,Fontana,,0,6,11,1,1,0,0,2111.17
363,2013,35.42848,-115.7182,RT 15,VALLEY WELLS REST AREA,9,0,0,Passenger Car/Station Wagon,5982469,0,1320,N,1,5,2013,5,1,15,32,Needles,,0,2,4,0,1,0,0,52.64
364,2013,34.1067352,-117.3340183,W FOOTHILL BL,N RANCHO AV,6,0,0,Passenger Car/Station Wagon,6063167,0,490,W,1,5,2013,5,1,18,43,San Bernardino,,0,4,4,1,1,0,0,2147.88
365,2013,34.0776491,-117.6251095,4TH ST,EL DORADO AV,6,0,1,Unknown,5980691,0,0,,1,5,2013,5,1,32,34,Ontario,,0,5,11,1,1,0,0,2160.92
366,2013,34.099312,-117.4888785,RT 10,CHERRY AV,6,0,1,Passenger Car/Station Wagon,5999523,2,2112,E,1,5,2013,5,1,57,17,Fontana,,0,5,11,0,4,0,0,2111.17
367,2013,34.06637,-117.21522,RT 10,ALABAMA ST,5,0,0,Passenger Car/Station Wagon,5974093,1,1881,W,1,5,2013,5,1,58,40,Redlands,,0,5,11,1,3,0,0,1088.77
368,2013,33.9092271,-117.5604517,HAMNER AV,HAMNER AV 1845,4,0,0,Unknown,6006645,0,0,,1,5,2013,5,2,0,33,Norco,,0,2,15,1,1,0,6,318.06
369,2013,34.1027575,-117.3651102,ARROWHEAD RD,2ND ST,5,0,1,Passenger Car/Station Wagon,5890856,1,362,N,1,5,2013,5,2,2,41,Rialto,,0,2,4,1,4,0,0,1150.5
370,2013,34.0279962,-117.3140851,MT VERNON AV,MT VERNON AV 12420,3,0,1,Pickup or Panel Truck,5923935,0,0,,1,5,2013,5,2,16,18,Grand Terrace,,0,6,11,0,1,1,0,157.05
371,2013,33.63827,-116.80103,BAUTISTA RD,TRIPP FLATS RD,9,0,0,Passenger Car/Station Wagon,5972073,0,3168,S,1,5,2013,5,2,30,19,Hemet,,0,4,8,0,1,5,1,613.66
372,2013,33.55457,-116.13005,FILLMORE ST,68TH AV,9,0,0,Passenger Car/Station Wagon,5977176,2,0,,1,5,2013,5,5,0,12,Coachella,,0,2,13,0,3,0,0,282.92
373,2013,34.26184,-117.20172,PENINSULA DR,WEST SHORE RD,9,0,1,Passenger Car/Station Wagon,5941990,1,1125,E,1,5,2013,5,5,30,21,Highland,,0,2,4,4,3,0,0,444.76
374,2013,34.0773832,-117.5627191,RT 15,4TH ST,6,0,0,Passenger Car/Station Wagon,5974408,0,800,N,1,5,2013,5,5,40,38,Rancho Cucamonga,,0,2,4,1,1,0,0,2312.32
375,2013,34.0733941,-117.4712199,ELM AV,ROSEMARY DR,6,0,0,Passenger Car/Station Wagon,5899981,0,30,N,1,5,2013,5,5,50,17,Fontana,,0,1,4,3,1,0,0,2111.17
376,2013,33.57102,-116.07941,GRAPEFRUIT BL,4TH ST,9,0,0,Pickup or Panel Truck,5900763,1,0,,1,5,2013,5,5,55,12,Coachella,,0,0,11,4,2,0,0,282.92
377,2013,34.5452091,-117.2999133,VILLAGE DR,LIGHT POLE 2377697 E,5,0,0,Unknown,5979935,1,9,S,1,5,2013,5,7,8,48,Victorville,,0,0,11,3,2,0,0,1334.28
378,2013,33.67399,-117.38703,MACHADO ST,ALVARADO ST,9,0,0,Passenger Car/Station Wagon,6002640,0,0,,1,5,2013,5,7,18,26,Lake Elsinore,,0,2,4,3,1,0,0,347.49
379,2013,34.05803,-117.18259,ORANGE ST,REDLANDS BL,5,0,0,Unknown,5987043,0,0,,1,5,2013,5,8,34,40,Redlands,,5,0,11,3,1,0,0,1088.77
380,2013,34.10834,-117.17781,GREENSPOT RD,VALENCIA CT,4,0,0,Pickup or Panel Truck,5891959,1,144.5,W,1,5,2013,5,8,58,21,Highland,,0,4,8,3,2,0,0,444.76
381,2013,34.077927,-117.6509038,RT 10,4TH ST,6,0,0,Passenger Car/Station Wagon,5980512,2,1584,E,1,5,2013,5,9,19,34,Ontario,,0,5,11,3,2,0,0,2160.92
382,2013,34.063429,-117.6110021,VINEYARD AV,HOLT BL,6,0,0,Unknown,5946306,0,0,,1,5,2013,5,9,28,34,Ontario,,0,6,11,3,1,0,0,2160.92
383,2013,33.92558,-116.70479,TAMARACK RD,HAUGEN LEHMANN WY,9,0,0,Passenger Car/Station Wagon,5974510,0,4805,W,1,5,2013,5,10,30,2,Banning,,0,4,8,3,1,0,0,212.51
384,2013,33.7205771,-116.2155619,JACKSON ST,RT 111,4,0,0,Passenger Car/Station Wagon,5993871,0,30,S,1,5,2013,5,10,32,23,Indio,,0,6,11,3,1,0,0,1158.81
385,2013,34.1357849,-117.523484,HIGHLAND AV,ETIWANDA AV,6,0,0,Unknown,5978875,0,65,W,1,5,2013,5,10,40,38,Rancho Cucamonga,,5,6,11,3,1,0,0,2312.32
386,2013,33.9249726,-116.5017366,DILLON RD,PALM DR,3,0,0,Unknown,6104556,0,1224,W,1,5,2013,5,10,47,15,Desert Hot Springs,,2,4,4,3,1,0,0,184.98
387,2013,34.17477,-117.44752,RT 15,SIERRA AV,6,0,0,Passenger Car/Station Wagon,5890839,0,1056,S,1,5,2013,5,11,0,17,Fontana,,0,1,4,3,1,0,0,2111.17
388,2013,34.0555984,-117.1628878,CITRUS AV,COOK ST,5,0,0,Passenger Car/Station Wagon,5905620,0,200,W,1,5,2013,5,11,6,40,Redlands,,0,0,11,3,1,0,0,1088.77
389,2013,34.1068754,-117.6703123,MOUNTAIN AV,FOOTHILL BL,5,0,0,Passenger Car/Station Wagon,6019706,1,57,N,1,5,2013,5,11,13,47,Upland,,0,5,11,3,2,0,0,1021.08
390,2013,34.06495,-117.25689,RT 10,TIPPECANOE AV,3,0,0,Pickup/Panel Truck with Trailer,5908716,0,1584,E,1,5,2013,5,11,15,27,Loma Linda,,0,2,4,3,1,0,0,350.89
391,2013,34.1071312,-117.6505405,RT 15,RT 66,6,0,0,Passenger Car/Station Wagon,5940260,0,900,S,1,5,2013,5,11,45,38,Rancho Cucamonga,,0,5,11,3,1,0,0,2312.32
392,2013,34.47197,-117.3123,MARIPOSA RD,PALMDALE RD,5,0,0,Bicycle,5914325,0,36,S,1,5,2013,5,12,1,48,Victorville,,0,0,2,3,1,0,0,1334.28
393,2013,33.98941,-117.34946,RT 215,SPRUCE ST,7,0,0,Passenger Car/Station Wagon,5949411,0,250,N,1,5,2013,5,12,18,42,Riverside,,0,6,11,3,1,0,0,4187.48
394,2013,34.1286651,-117.3573564,EUCALYPTUS AV,WALNUT AV,5,0,1,Passenger Car/Station Wagon,5899964,0,286,N,1,5,2013,5,12,32,41,Rialto,,0,6,15,1,1,0,0,1150.5
395,2013,33.80171,-116.39682,DINAH SHORE DR,KEY LARGO AV,3,0,0,Passenger Car/Station Wagon,5889251,0,300,E,1,5,2013,5,12,36,39,Rancho Mirage,,0,5,11,3,1,0,0,669.62
396,2013,34.92011,-116.76229,RT 15,MINNEOLA RD,9,0,1,Passenger Car/Station Wagon,5982461,0,1056,S,1,5,2013,5,12,50,3,Barstow,,0,5,11,3,1,0,0,622.78
397,2013,33.59613,-117.24405,RT 15,CLINTON KEITH RD,4,0,0,Motorcycle/Scooter,5971994,1,1500,S,1,5,2013,5,13,0,31,Murrieta,,0,4,8,3,2,0,0,820.87
398,2013,34.10427,-117.10174,RT 330,FOREST SERVICE RD 1N22,9,1,0,Pickup or Panel Truck,5910180,2,286,S,1,5,2013,5,13,15,50,Yucaipa,,0,1,11,3,0,0,0,475.27
399,2013,34.8203,-117.26106,SIERRA AV,S HIGHLAND AV,6,0,0,Passenger Car/Station Wagon,5899985,0,0,,1,5,2013,5,13,29,17,Fontana,,0,5,11,3,1,0,0,2111.17
400,2013,34.07835,-117.29588,RT 215,ORANGE SHOW RD,6,0,0,Pickup or Panel Truck,5908690,0,10,S,1,5,2013,5,13,30,43,San Bernardino,,0,5,11,3,1,0,0,2147.88
401,2013,34.0640112,-117.5582609,MILLIKEN AV,RT 10,6,0,0,Unknown,5946274,0,40,S,1,5,2013,5,13,33,34,Ontario,,0,6,11,3,1,0,0,2160.92
402,2013,34.1338409,-117.1964972,RAINBOW LN,RAINBOW LN  27896,4,0,0,Unknown,5930031,0,0,,1,5,2013,5,13,35,21,Highland,,0,7,15,3,1,1,6,444.76
403,2013,33.8466082,-116.4855027,VENTURA RD,TAMARA RD,4,0,0,Passenger Car/Station Wagon,5984937,0,2,N,1,5,2013,5,13,40,9,Cathedral City,,0,2,4,5,1,0,0,638.76
404,2013,34.0218385,-117.6806574,SERENE AV,BENSON AV,5,0,0,Unknown,5991628,0,51,E,1,5,2013,5,13,57,10,Chino,,0,6,11,3,1,0,0,995.67
405,2013,33.92728,-117.41965,RT 91,ADAMS ST,7,0,0,Passenger Car/Station Wagon,5976323,1,350,E,1,5,2013,5,14,0,42,Riverside,,0,5,11,3,2,0,0,4187.48
406,2013,34.18036,-117.43845,RT 15,SIERRA AV,6,0,0,Passenger Car/Station Wagon,5940268,0,400,S,1,5,2013,5,14,10,17,Fontana,,0,5,11,3,1,0,0,2111.17
